publisher,app_name,title,url,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore,year,genres_Adventure,genres_Casual,genres_Early Access,genres_Free to Play,genres_Indie,genres_Massively Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,genres_Video Production
Black Shell Media,Overture,Overture,http://store.steampowered.com/app/343100/Overture/,2015-01-01,"['Indie', 'RPG', 'Action', 'Rogue-like', 'Adventure', 'Pixel Graphics', 'Casual', 'Dungeon Crawler', 'Bullet Hell', 'Retro', 'Strategy', 'Rogue-lite', 'Loot', '2D', 'Hack and Slash', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Twin Stick Shooter']",,http://steamcommunity.com/app/343100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",4.99,False,343100,Black Shell Games,Mostly Positive,76.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Black Shell Media,Overture,Overture,http://store.steampowered.com/app/343100/Overture/,2015-01-01,"['Indie', 'RPG', 'Action', 'Rogue-like', 'Adventure', 'Pixel Graphics', 'Casual', 'Dungeon Crawler', 'Bullet Hell', 'Retro', 'Strategy', 'Rogue-lite', 'Loot', '2D', 'Hack and Slash', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Twin Stick Shooter']",,http://steamcommunity.com/app/343100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",4.99,False,343100,Black Shell Games,Mostly Positive,76.0,2015.0,False,True,False,False,False,False,False,False,False,False,False,False
Black Shell Media,Overture,Overture,http://store.steampowered.com/app/343100/Overture/,2015-01-01,"['Indie', 'RPG', 'Action', 'Rogue-like', 'Adventure', 'Pixel Graphics', 'Casual', 'Dungeon Crawler', 'Bullet Hell', 'Retro', 'Strategy', 'Rogue-lite', 'Loot', '2D', 'Hack and Slash', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Twin Stick Shooter']",,http://steamcommunity.com/app/343100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",4.99,False,343100,Black Shell Games,Mostly Positive,76.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
Black Shell Media,Overture,Overture,http://store.steampowered.com/app/343100/Overture/,2015-01-01,"['Indie', 'RPG', 'Action', 'Rogue-like', 'Adventure', 'Pixel Graphics', 'Casual', 'Dungeon Crawler', 'Bullet Hell', 'Retro', 'Strategy', 'Rogue-lite', 'Loot', '2D', 'Hack and Slash', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Twin Stick Shooter']",,http://steamcommunity.com/app/343100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",4.99,False,343100,Black Shell Games,Mostly Positive,76.0,2015.0,False,False,False,False,False,False,True,False,False,False,False,False
Black Shell Media,Overture,Overture,http://store.steampowered.com/app/343100/Overture/,2015-01-01,"['Indie', 'RPG', 'Action', 'Rogue-like', 'Adventure', 'Pixel Graphics', 'Casual', 'Dungeon Crawler', 'Bullet Hell', 'Retro', 'Strategy', 'Rogue-lite', 'Loot', '2D', 'Hack and Slash', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Twin Stick Shooter']",,http://steamcommunity.com/app/343100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",4.99,False,343100,Black Shell Games,Mostly Positive,76.0,2015.0,False,False,False,False,False,False,False,False,False,False,True,False
Alientrap,Apotheon,Apotheon,http://store.steampowered.com/app/208750/Apotheon/,2015-02-03,"['Action', 'Platformer', 'Mythology', 'Metroidvania', 'Adventure', 'Indie', '2D', 'RPG', 'Side Scroller', 'Singleplayer', 'Historical', 'Stylized', 'Great Soundtrack', 'Atmospheric', 'Nudity', 'Difficult']",,http://steamcommunity.com/app/208750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,208750,Alientrap,Very Positive,78.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
Alientrap,Apotheon,Apotheon,http://store.steampowered.com/app/208750/Apotheon/,2015-02-03,"['Action', 'Platformer', 'Mythology', 'Metroidvania', 'Adventure', 'Indie', '2D', 'RPG', 'Side Scroller', 'Singleplayer', 'Historical', 'Stylized', 'Great Soundtrack', 'Atmospheric', 'Nudity', 'Difficult']",,http://steamcommunity.com/app/208750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,208750,Alientrap,Very Positive,78.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Alientrap,Apotheon,Apotheon,http://store.steampowered.com/app/208750/Apotheon/,2015-02-03,"['Action', 'Platformer', 'Mythology', 'Metroidvania', 'Adventure', 'Indie', '2D', 'RPG', 'Side Scroller', 'Singleplayer', 'Historical', 'Stylized', 'Great Soundtrack', 'Atmospheric', 'Nudity', 'Difficult']",,http://steamcommunity.com/app/208750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,208750,Alientrap,Very Positive,78.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
Alientrap,Apotheon,Apotheon,http://store.steampowered.com/app/208750/Apotheon/,2015-02-03,"['Action', 'Platformer', 'Mythology', 'Metroidvania', 'Adventure', 'Indie', '2D', 'RPG', 'Side Scroller', 'Singleplayer', 'Historical', 'Stylized', 'Great Soundtrack', 'Atmospheric', 'Nudity', 'Difficult']",,http://steamcommunity.com/app/208750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,208750,Alientrap,Very Positive,78.0,2015.0,False,False,False,False,False,False,True,False,False,False,False,False
Failbetter Games,SUNLESS SEA,SUNLESS SEA,http://store.steampowered.com/app/304650/SUNLESS_SEA/,2015-02-06,"['Exploration', 'Survival', 'Lovecraftian', 'Story Rich', 'Dark', 'Adventure', 'Singleplayer', 'RPG', 'Atmospheric', 'Horror', 'Rogue-like', 'Indie', 'Great Soundtrack', 'Open World', 'Steampunk', 'Rogue-lite', '2D', 'Kickstarter', 'Gothic', 'Sandbox']",,http://steamcommunity.com/app/304650/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",18.99,False,304650,Failbetter Games,Very Positive,81.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Failbetter Games,SUNLESS SEA,SUNLESS SEA,http://store.steampowered.com/app/304650/SUNLESS_SEA/,2015-02-06,"['Exploration', 'Survival', 'Lovecraftian', 'Story Rich', 'Dark', 'Adventure', 'Singleplayer', 'RPG', 'Atmospheric', 'Horror', 'Rogue-like', 'Indie', 'Great Soundtrack', 'Open World', 'Steampunk', 'Rogue-lite', '2D', 'Kickstarter', 'Gothic', 'Sandbox']",,http://steamcommunity.com/app/304650/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",18.99,False,304650,Failbetter Games,Very Positive,81.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
Failbetter Games,SUNLESS SEA,SUNLESS SEA,http://store.steampowered.com/app/304650/SUNLESS_SEA/,2015-02-06,"['Exploration', 'Survival', 'Lovecraftian', 'Story Rich', 'Dark', 'Adventure', 'Singleplayer', 'RPG', 'Atmospheric', 'Horror', 'Rogue-like', 'Indie', 'Great Soundtrack', 'Open World', 'Steampunk', 'Rogue-lite', '2D', 'Kickstarter', 'Gothic', 'Sandbox']",,http://steamcommunity.com/app/304650/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",18.99,False,304650,Failbetter Games,Very Positive,81.0,2015.0,False,False,False,False,False,False,True,False,False,False,False,False
Defiant Development,Hand of Fate,Hand of Fate,http://store.steampowered.com/app/266510/Hand_of_Fate/,2015-02-17,"['Card Game', 'RPG', 'Action', 'Rogue-like', 'Singleplayer', 'Indie', 'Fantasy', 'Adventure', 'Choose Your Own Adventure', 'Action RPG', 'Third Person', 'Difficult', 'Rogue-lite', 'Atmospheric', 'Board Game', ""Beat 'em up"", 'Hack and Slash']",,http://steamcommunity.com/app/266510/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,266510,Defiant Development,Very Positive,78.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
Defiant Development,Hand of Fate,Hand of Fate,http://store.steampowered.com/app/266510/Hand_of_Fate/,2015-02-17,"['Card Game', 'RPG', 'Action', 'Rogue-like', 'Singleplayer', 'Indie', 'Fantasy', 'Adventure', 'Choose Your Own Adventure', 'Action RPG', 'Third Person', 'Difficult', 'Rogue-lite', 'Atmospheric', 'Board Game', ""Beat 'em up"", 'Hack and Slash']",,http://steamcommunity.com/app/266510/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,266510,Defiant Development,Very Positive,78.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
Defiant Development,Hand of Fate,Hand of Fate,http://store.steampowered.com/app/266510/Hand_of_Fate/,2015-02-17,"['Card Game', 'RPG', 'Action', 'Rogue-like', 'Singleplayer', 'Indie', 'Fantasy', 'Adventure', 'Choose Your Own Adventure', 'Action RPG', 'Third Person', 'Difficult', 'Rogue-lite', 'Atmospheric', 'Board Game', ""Beat 'em up"", 'Hack and Slash']",,http://steamcommunity.com/app/266510/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,266510,Defiant Development,Very Positive,78.0,2015.0,False,False,False,False,False,False,True,False,False,False,False,False
Glass Bottom Games,Hot Tin Roof: The Cat That Wore A Fedora,Hot Tin Roof: The Cat That Wore A Fedora,http://store.steampowered.com/app/253390/Hot_Tin_Roof_The_Cat_That_Wore_A_Fedora/,2015-02-20,"['Adventure', 'Noir', 'Indie', 'Female Protagonist', 'Platformer', 'Detective', '3D Platformer', 'RPG', 'Action', 'Metroidvania']",,http://steamcommunity.com/app/253390/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,253390,Glass Bottom Games,Mostly Positive,66.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
Glass Bottom Games,Hot Tin Roof: The Cat That Wore A Fedora,Hot Tin Roof: The Cat That Wore A Fedora,http://store.steampowered.com/app/253390/Hot_Tin_Roof_The_Cat_That_Wore_A_Fedora/,2015-02-20,"['Adventure', 'Noir', 'Indie', 'Female Protagonist', 'Platformer', 'Detective', '3D Platformer', 'RPG', 'Action', 'Metroidvania']",,http://steamcommunity.com/app/253390/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,253390,Glass Bottom Games,Mostly Positive,66.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Glass Bottom Games,Hot Tin Roof: The Cat That Wore A Fedora,Hot Tin Roof: The Cat That Wore A Fedora,http://store.steampowered.com/app/253390/Hot_Tin_Roof_The_Cat_That_Wore_A_Fedora/,2015-02-20,"['Adventure', 'Noir', 'Indie', 'Female Protagonist', 'Platformer', 'Detective', '3D Platformer', 'RPG', 'Action', 'Metroidvania']",,http://steamcommunity.com/app/253390/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,253390,Glass Bottom Games,Mostly Positive,66.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
Glass Bottom Games,Hot Tin Roof: The Cat That Wore A Fedora,Hot Tin Roof: The Cat That Wore A Fedora,http://store.steampowered.com/app/253390/Hot_Tin_Roof_The_Cat_That_Wore_A_Fedora/,2015-02-20,"['Adventure', 'Noir', 'Indie', 'Female Protagonist', 'Platformer', 'Detective', '3D Platformer', 'RPG', 'Action', 'Metroidvania']",,http://steamcommunity.com/app/253390/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,253390,Glass Bottom Games,Mostly Positive,66.0,2015.0,False,False,False,False,False,False,True,False,False,False,False,False
Surprise Attack,Oscura: Lost Light,Oscura: Lost Light,http://store.steampowered.com/app/320520/Oscura_Lost_Light/,2015-02-24,"['Indie', 'Adventure', 'Platformer', 'Puzzle-Platformer', 'Dark', 'Singleplayer', 'Stylized', 'Atmospheric']",,http://steamcommunity.com/app/320520/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",6.99,False,320520,Chocolate Liberation Front,Mixed,66.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Surprise Attack,Oscura: Lost Light,Oscura: Lost Light,http://store.steampowered.com/app/320520/Oscura_Lost_Light/,2015-02-24,"['Indie', 'Adventure', 'Platformer', 'Puzzle-Platformer', 'Dark', 'Singleplayer', 'Stylized', 'Atmospheric']",,http://steamcommunity.com/app/320520/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",6.99,False,320520,Chocolate Liberation Front,Mixed,66.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
"Oddworld Inhabitants, Inc.",Oddworld: New 'n' Tasty,Oddworld: New 'n' Tasty,http://store.steampowered.com/app/314660/Oddworld_New_n_Tasty/,2015-02-25,"['Adventure', 'Platformer', 'Puzzle', 'Remake', 'Classic', 'Action', 'Singleplayer', 'Indie', '2D', 'Funny', 'Cult Classic', 'Atmospheric', 'Side Scroller', 'Stealth', 'Comedy', '2.5D', 'Sci-fi', 'Puzzle-Platformer', 'Difficult']",,http://steamcommunity.com/app/314660/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,314660,"Just Add Water (Developments), Ltd.",Very Positive,87.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
"Oddworld Inhabitants, Inc.",Oddworld: New 'n' Tasty,Oddworld: New 'n' Tasty,http://store.steampowered.com/app/314660/Oddworld_New_n_Tasty/,2015-02-25,"['Adventure', 'Platformer', 'Puzzle', 'Remake', 'Classic', 'Action', 'Singleplayer', 'Indie', '2D', 'Funny', 'Cult Classic', 'Atmospheric', 'Side Scroller', 'Stealth', 'Comedy', '2.5D', 'Sci-fi', 'Puzzle-Platformer', 'Difficult']",,http://steamcommunity.com/app/314660/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,314660,"Just Add Water (Developments), Ltd.",Very Positive,87.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
"Oddworld Inhabitants, Inc.",Oddworld: New 'n' Tasty,Oddworld: New 'n' Tasty,http://store.steampowered.com/app/314660/Oddworld_New_n_Tasty/,2015-02-25,"['Adventure', 'Platformer', 'Puzzle', 'Remake', 'Classic', 'Action', 'Singleplayer', 'Indie', '2D', 'Funny', 'Cult Classic', 'Atmospheric', 'Side Scroller', 'Stealth', 'Comedy', '2.5D', 'Sci-fi', 'Puzzle-Platformer', 'Difficult']",,http://steamcommunity.com/app/314660/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,314660,"Just Add Water (Developments), Ltd.",Very Positive,87.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
"Gearbox Publishing, Aspyr (Mac)",Homeworld Remastered Collection,Homeworld Remastered Collection,http://store.steampowered.com/app/244160/Homeworld_Remastered_Collection/,2015-02-25,"['Space', 'Strategy', 'RTS', 'Sci-fi', 'Classic', 'Great Soundtrack', 'Story Rich', 'Remake', 'Atmospheric', 'Multiplayer', 'Simulation', 'Tactical', 'Singleplayer', 'Moddable', 'Action', '4X', 'Adventure', 'Female Protagonist', 'Futuristic', 'Survival']",,http://steamcommunity.com/app/244160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",34.99,False,244160,"Gearbox Software,Aspyr (Mac)",Very Positive,86.0,2015.0,False,False,False,False,False,False,False,False,True,False,False,False
"Gearbox Publishing, Aspyr (Mac)",Homeworld Remastered Collection,Homeworld Remastered Collection,http://store.steampowered.com/app/244160/Homeworld_Remastered_Collection/,2015-02-25,"['Space', 'Strategy', 'RTS', 'Sci-fi', 'Classic', 'Great Soundtrack', 'Story Rich', 'Remake', 'Atmospheric', 'Multiplayer', 'Simulation', 'Tactical', 'Singleplayer', 'Moddable', 'Action', '4X', 'Adventure', 'Female Protagonist', 'Futuristic', 'Survival']",,http://steamcommunity.com/app/244160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",34.99,False,244160,"Gearbox Software,Aspyr (Mac)",Very Positive,86.0,2015.0,False,False,False,False,False,False,False,False,False,False,True,False
Sierra,Shiftlings,Shiftlings,http://store.steampowered.com/app/310810/Shiftlings/,2015-03-03,"['Action', 'Adventure', 'Co-op', 'Puzzle-Platformer', 'Puzzle', 'Platformer', 'Comedy']",,http://steamcommunity.com/app/310810/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,310810,Rock Pocket Games,Positive,70.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
Sierra,Shiftlings,Shiftlings,http://store.steampowered.com/app/310810/Shiftlings/,2015-03-03,"['Action', 'Adventure', 'Co-op', 'Puzzle-Platformer', 'Puzzle', 'Platformer', 'Comedy']",,http://steamcommunity.com/app/310810/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,310810,Rock Pocket Games,Positive,70.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Activision,White Night,White Night,http://store.steampowered.com/app/301560/White_Night/,2015-03-03,"['Adventure', 'Horror', 'Noir', 'Singleplayer', 'Puzzle', 'Survival Horror', 'Indie', 'Survival']",,http://steamcommunity.com/app/301560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,301560,OSome Studio,Mostly Positive,68.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Nyu Media,ARMED SEVEN,ARMED SEVEN,http://store.steampowered.com/app/349690/ARMED_SEVEN/,2015-03-06,"['Action', 'Indie', ""Shoot 'Em Up"", 'Mechs', '2D']",,http://steamcommunity.com/app/349690/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,349690,ASTRO PORT,Positive,67.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
Nyu Media,ARMED SEVEN,ARMED SEVEN,http://store.steampowered.com/app/349690/ARMED_SEVEN/,2015-03-06,"['Action', 'Indie', ""Shoot 'Em Up"", 'Mechs', '2D']",,http://steamcommunity.com/app/349690/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,349690,ASTRO PORT,Positive,67.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
Might and Delight,Shelter 2,Shelter 2,http://store.steampowered.com/app/275100/Shelter_2/,2015-03-09,"['Survival', 'Open World', 'Adventure', 'Simulation', 'Cute', 'Atmospheric', 'Indie', 'Singleplayer', 'Great Soundtrack', 'Female Protagonist', 'Casual', 'Realistic', 'Exploration', 'Story Rich', 'Relaxing', 'Family Friendly', 'Action', 'Third Person', 'Walking Simulator']",,http://steamcommunity.com/app/275100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,275100,Might and Delight,Very Positive,58.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Might and Delight,Shelter 2,Shelter 2,http://store.steampowered.com/app/275100/Shelter_2/,2015-03-09,"['Survival', 'Open World', 'Adventure', 'Simulation', 'Cute', 'Atmospheric', 'Indie', 'Singleplayer', 'Great Soundtrack', 'Female Protagonist', 'Casual', 'Realistic', 'Exploration', 'Story Rich', 'Relaxing', 'Family Friendly', 'Action', 'Third Person', 'Walking Simulator']",,http://steamcommunity.com/app/275100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,275100,Might and Delight,Very Positive,58.0,2015.0,False,True,False,False,False,False,False,False,False,False,False,False
Might and Delight,Shelter 2,Shelter 2,http://store.steampowered.com/app/275100/Shelter_2/,2015-03-09,"['Survival', 'Open World', 'Adventure', 'Simulation', 'Cute', 'Atmospheric', 'Indie', 'Singleplayer', 'Great Soundtrack', 'Female Protagonist', 'Casual', 'Realistic', 'Exploration', 'Story Rich', 'Relaxing', 'Family Friendly', 'Action', 'Third Person', 'Walking Simulator']",,http://steamcommunity.com/app/275100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,275100,Might and Delight,Very Positive,58.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
2K,Sid Meier's Starships,Sid Meier's Starships,http://store.steampowered.com/app/282210/Sid_Meiers_Starships/,2015-03-12,"['Strategy', 'Space', 'Sci-fi', 'Turn-Based Strategy', 'Singleplayer', 'Tactical', 'Casual', '4X', 'Turn-Based']",,http://steamcommunity.com/app/282210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,282210,Firaxis Games,Mixed,64.0,2015.0,False,False,False,False,False,False,False,False,False,False,True,False
Cornfox &amp; Bros.,Oceanhorn: Monster of Uncharted Seas,Oceanhorn: Monster of Uncharted Seas,http://store.steampowered.com/app/339200/Oceanhorn_Monster_of_Uncharted_Seas/,2015-03-17,"['Adventure', 'RPG', 'Action', 'Indie', 'Puzzle', 'Fantasy', 'Singleplayer', 'Action-Adventure', 'Open World', 'Great Soundtrack']",,http://steamcommunity.com/app/339200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,339200,Cornfox &amp; Bros.,Very Positive,74.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
Cornfox &amp; Bros.,Oceanhorn: Monster of Uncharted Seas,Oceanhorn: Monster of Uncharted Seas,http://store.steampowered.com/app/339200/Oceanhorn_Monster_of_Uncharted_Seas/,2015-03-17,"['Adventure', 'RPG', 'Action', 'Indie', 'Puzzle', 'Fantasy', 'Singleplayer', 'Action-Adventure', 'Open World', 'Great Soundtrack']",,http://steamcommunity.com/app/339200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,339200,Cornfox &amp; Bros.,Very Positive,74.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Cornfox &amp; Bros.,Oceanhorn: Monster of Uncharted Seas,Oceanhorn: Monster of Uncharted Seas,http://store.steampowered.com/app/339200/Oceanhorn_Monster_of_Uncharted_Seas/,2015-03-17,"['Adventure', 'RPG', 'Action', 'Indie', 'Puzzle', 'Fantasy', 'Singleplayer', 'Action-Adventure', 'Open World', 'Great Soundtrack']",,http://steamcommunity.com/app/339200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,339200,Cornfox &amp; Bros.,Very Positive,74.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
Cornfox &amp; Bros.,Oceanhorn: Monster of Uncharted Seas,Oceanhorn: Monster of Uncharted Seas,http://store.steampowered.com/app/339200/Oceanhorn_Monster_of_Uncharted_Seas/,2015-03-17,"['Adventure', 'RPG', 'Action', 'Indie', 'Puzzle', 'Fantasy', 'Singleplayer', 'Action-Adventure', 'Open World', 'Great Soundtrack']",,http://steamcommunity.com/app/339200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,339200,Cornfox &amp; Bros.,Very Positive,74.0,2015.0,False,False,False,False,False,False,True,False,False,False,False,False
Rebellion,Woolfe - The Red Hood Diaries,Woolfe - The Red Hood Diaries,http://store.steampowered.com/app/281940/Woolfe__The_Red_Hood_Diaries/,2015-03-17,"['Action', 'Female Protagonist', 'Indie', 'Platformer', 'Adventure', '3D Platformer', 'Side Scroller', 'Singleplayer', 'Short', 'Steampunk']",,http://steamcommunity.com/app/281940/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,281940,GRIN,Mixed,55.0,2015.0,False,False,False,False,False,False,False,False,False,False,False,False
Rebellion,Woolfe - The Red Hood Diaries,Woolfe - The Red Hood Diaries,http://store.steampowered.com/app/281940/Woolfe__The_Red_Hood_Diaries/,2015-03-17,"['Action', 'Female Protagonist', 'Indie', 'Platformer', 'Adventure', '3D Platformer', 'Side Scroller', 'Singleplayer', 'Short', 'Steampunk']",,http://steamcommunity.com/app/281940/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,281940,GRIN,Mixed,55.0,2015.0,True,False,False,False,False,False,False,False,False,False,False,False
Rebellion,Woolfe - The Red Hood Diaries,Woolfe - The Red Hood Diaries,http://store.steampowered.com/app/281940/Woolfe__The_Red_Hood_Diaries/,2015-03-17,"['Action', 'Female Protagonist', 'Indie', 'Platformer', 'Adventure', '3D Platformer', 'Side Scroller', 'Singleplayer', 'Short', 'Steampunk']",,http://steamcommunity.com/app/281940/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,281940,GRIN,Mixed,55.0,2015.0,False,False,False,False,True,False,False,False,False,False,False,False
